city,temperature,feels_like,humidity,wind_speed,description,timestamp
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:38:23
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:38:23
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:38:23
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:38:23
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:38:23
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:38:23
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:38:53
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:38:53
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:38:53
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:38:54
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:38:54
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:38:54
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:38:54
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:38:54
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:39:24
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:39:24
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:39:24
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:39:24
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:39:24
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:39:24
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:39:24
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:39:24
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:39:55
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:39:55
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:39:55
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:39:55
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:39:55
Chennai,33.47,36.65,48,4.33,overcast clouds,2025-09-01 16:39:55
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:39:55
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:39:55
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:40:25
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:40:25
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:40:25
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:40:25
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:40:26
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:40:26
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:40:26
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:40:26
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:40:34
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:40:34
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:40:35
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:40:35
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:40:35
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:40:35
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:40:35
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:40:35
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:41:05
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:41:05
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:41:05
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:41:05
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:41:05
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:41:05
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:41:06
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:41:06
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:41:36
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:41:36
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:41:36
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:41:36
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:41:36
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:41:36
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:41:36
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:41:36
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:42:06
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:42:07
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:42:07
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:42:07
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:42:07
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:42:07
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:42:07
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:42:07
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:42:37
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:42:37
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:42:37
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:42:37
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:42:38
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:42:38
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:42:38
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:42:38
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:43:08
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:43:08
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:43:08
Nagpur,25.12,26.12,93,3.35,moderate rain,2025-09-01 16:43:08
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:43:08
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:43:08
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:43:08
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:43:08
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:43:38
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:43:39
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:43:39
Nagpur,25.15,26.18,94,3.35,light rain,2025-09-01 16:43:39
Bangalore,25.71,26.09,67,5.84,overcast clouds,2025-09-01 16:43:39
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:43:39
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:43:39
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:43:39
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:44:09
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:44:09
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:44:09
Nagpur,25.15,26.18,94,3.35,light rain,2025-09-01 16:44:09
Bangalore,25.75,26.18,69,5.84,overcast clouds,2025-09-01 16:44:09
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:44:10
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:44:10
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:44:10
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:44:40
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:44:40
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:44:40
Nagpur,25.15,26.18,94,3.35,light rain,2025-09-01 16:44:40
Bangalore,25.75,26.18,69,5.84,overcast clouds,2025-09-01 16:44:40
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:44:40
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:44:40
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:44:40
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:45:10
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:45:11
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:45:11
Nagpur,25.15,26.18,94,3.35,light rain,2025-09-01 16:45:11
Bangalore,25.75,26.18,69,5.84,overcast clouds,2025-09-01 16:45:11
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:45:11
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:45:11
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:45:11
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:45:41
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:45:41
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:45:41
Nagpur,25.15,26.18,94,3.35,light rain,2025-09-01 16:45:41
Bangalore,25.75,26.18,69,5.84,overcast clouds,2025-09-01 16:45:41
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:45:42
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:45:42
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:45:42
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:46:12
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:46:12
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:46:12
Nagpur,25.15,26.18,94,3.35,light rain,2025-09-01 16:46:12
Bangalore,25.75,26.18,69,5.84,overcast clouds,2025-09-01 16:46:12
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:46:12
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:46:12
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:46:12
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:46:43
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:46:43
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:46:43
Nagpur,25.15,26.18,94,3.35,light rain,2025-09-01 16:46:43
Bangalore,25.75,26.18,69,5.84,overcast clouds,2025-09-01 16:46:43
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:46:43
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:46:43
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:46:43
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:47:13
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:47:13
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:47:13
Nagpur,25.15,26.18,94,3.35,light rain,2025-09-01 16:47:13
Bangalore,25.75,26.18,69,5.84,overcast clouds,2025-09-01 16:47:14
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:47:14
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:47:14
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:47:14
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:47:44
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:47:44
Pune,23.78,24.49,87,6.95,broken clouds,2025-09-01 16:47:44
Nagpur,25.15,26.18,94,3.35,light rain,2025-09-01 16:47:44
Bangalore,25.75,26.18,69,5.84,overcast clouds,2025-09-01 16:47:44
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:47:44
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:47:44
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:47:44
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:48:15
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:48:15
Pune,23.75,24.45,87,6.95,broken clouds,2025-09-01 16:48:15
Nagpur,25.15,26.18,94,3.35,light rain,2025-09-01 16:48:15
Bangalore,25.75,26.18,69,5.84,overcast clouds,2025-09-01 16:48:15
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:48:15
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:48:15
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:48:15
Delhi,25.07,26.17,97,5.21,heavy intensity rain,2025-09-01 16:48:45
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:48:45
Pune,23.75,24.45,87,6.95,broken clouds,2025-09-01 16:48:45
Nagpur,25.15,26.18,94,3.35,light rain,2025-09-01 16:48:45
Bangalore,25.75,26.18,69,5.84,overcast clouds,2025-09-01 16:48:46
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:48:46
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:48:46
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:48:46
Delhi,25.07,26.17,97,5.21,heavy intensity rain,2025-09-01 16:49:16
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:49:16
Pune,23.75,24.45,87,6.95,broken clouds,2025-09-01 16:49:16
Nagpur,25.15,26.18,94,3.35,light rain,2025-09-01 16:49:16
Bangalore,25.75,26.18,69,5.84,overcast clouds,2025-09-01 16:49:16
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:49:16
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:49:16
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:49:16
Delhi,25.07,26.17,97,5.21,heavy intensity rain,2025-09-01 16:49:47
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:49:47
Pune,23.75,24.45,87,6.95,broken clouds,2025-09-01 16:49:47
Nagpur,25.15,26.18,94,3.35,light rain,2025-09-01 16:49:47
Bangalore,25.75,26.18,69,5.84,overcast clouds,2025-09-01 16:49:47
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:49:47
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:49:47
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:49:47
Delhi,25.07,26.17,97,5.21,heavy intensity rain,2025-09-01 16:50:17
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:50:17
Pune,23.75,24.45,87,6.95,broken clouds,2025-09-01 16:50:17
Nagpur,25.15,26.18,94,3.35,light rain,2025-09-01 16:50:17
Bangalore,25.75,26.18,69,5.84,overcast clouds,2025-09-01 16:50:17
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:50:18
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:50:18
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:50:18
Delhi,25.07,26.17,97,5.21,heavy intensity rain,2025-09-01 16:50:48
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:50:48
Pune,23.75,24.45,87,6.95,broken clouds,2025-09-01 16:50:48
Nagpur,25.15,26.18,94,3.35,light rain,2025-09-01 16:50:48
Bangalore,25.75,26.18,69,5.84,overcast clouds,2025-09-01 16:50:48
Chennai,33.43,36.57,48,4.33,overcast clouds,2025-09-01 16:50:48
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:50:48
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:50:48
Delhi,25.07,26.17,97,5.21,heavy intensity rain,2025-09-01 16:51:18
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:51:19
Pune,23.75,24.45,87,6.95,broken clouds,2025-09-01 16:51:19
Nagpur,25.15,26.18,94,3.35,light rain,2025-09-01 16:51:19
Bangalore,25.75,26.18,69,5.84,overcast clouds,2025-09-01 16:51:19
Chennai,33.43,36.57,48,4.33,overcast clouds,2025-09-01 16:51:19
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:51:19
Hyderabad,26.45,26.45,69,5.72,overcast clouds,2025-09-01 16:51:19
Delhi,25.07,26.17,97,5.21,moderate rain,2025-09-01 16:51:49
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:51:49
Pune,23.75,24.45,87,6.95,broken clouds,2025-09-01 16:51:49
Nagpur,25.11,26.13,94,3.35,light rain,2025-09-01 16:51:49
Bangalore,25.75,26.18,69,5.84,overcast clouds,2025-09-01 16:51:49
Chennai,33.45,36.61,48,4.33,overcast clouds,2025-09-01 16:51:50
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:51:50
Hyderabad,26.36,26.36,67,5.72,overcast clouds,2025-09-01 16:51:50
Delhi,24.12,25.04,94,5.38,overcast clouds,2025-09-01 21:37:30
Mumbai,26.76,29.63,85,7.77,scattered clouds,2025-09-01 21:37:30
Pune,22.85,23.62,93,3.61,overcast clouds,2025-09-01 21:37:30
Nagpur,24.61,25.63,96,2.24,overcast clouds,2025-09-01 21:37:30
Bangalore,21.53,21.83,80,5.1,overcast clouds,2025-09-01 21:37:30
Chennai,30.58,33.53,58,3.67,overcast clouds,2025-09-01 21:37:30
Kolkata,30.12,35.58,71,1.88,heavy intensity rain,2025-09-01 21:37:30
Hyderabad,25.56,26.16,76,5.43,overcast clouds,2025-09-01 21:37:30
Delhi,24.12,25.04,94,5.38,overcast clouds,2025-09-01 21:38:00
Mumbai,26.76,29.63,85,7.77,scattered clouds,2025-09-01 21:38:00
Pune,22.85,23.62,93,3.61,overcast clouds,2025-09-01 21:38:00
Nagpur,24.61,25.63,96,2.24,overcast clouds,2025-09-01 21:38:00
Bangalore,21.53,21.83,80,5.1,overcast clouds,2025-09-01 21:38:00
Chennai,30.58,33.53,58,3.67,overcast clouds,2025-09-01 21:38:00
Kolkata,30.12,35.58,71,1.88,heavy intensity rain,2025-09-01 21:38:00
Hyderabad,25.56,26.16,76,5.43,overcast clouds,2025-09-01 21:38:01
Delhi,24.12,25.04,94,5.38,overcast clouds,2025-09-01 21:38:31
Mumbai,26.76,29.63,85,7.77,scattered clouds,2025-09-01 21:38:32
Pune,22.85,23.7,96,3.61,overcast clouds,2025-09-01 21:38:32
Nagpur,24.61,25.63,96,2.24,overcast clouds,2025-09-01 21:38:32
Bangalore,21.53,21.83,80,5.1,overcast clouds,2025-09-01 21:38:32
Chennai,30.58,33.53,58,3.67,overcast clouds,2025-09-01 21:38:33
Kolkata,30.12,35.58,71,1.88,heavy intensity rain,2025-09-01 21:38:33
Hyderabad,25.56,26.16,76,5.43,overcast clouds,2025-09-01 21:38:33
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:43:04
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:43:04
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:43:04
Nagpur,26.78,29.18,79,6.76,overcast clouds,2025-09-04 15:43:04
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:43:04
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:43:04
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:43:04
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:43:04
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:43:34
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:43:34
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:43:35
Nagpur,26.78,29.18,79,6.76,overcast clouds,2025-09-04 15:43:35
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:43:35
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:43:35
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:43:35
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:43:35
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:44:05
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:44:05
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:44:05
Nagpur,26.78,29.18,79,6.76,overcast clouds,2025-09-04 15:44:05
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:44:05
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:44:05
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:44:05
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:44:05
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:44:36
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:44:36
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:44:36
Nagpur,26.78,29.18,79,6.76,overcast clouds,2025-09-04 15:44:36
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:44:36
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:44:36
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:44:36
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:44:36
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:45:06
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:45:06
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:45:06
Nagpur,26.78,29.18,79,6.76,overcast clouds,2025-09-04 15:45:06
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:45:07
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:45:07
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:45:07
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:45:07
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:45:37
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:45:37
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:45:37
Nagpur,26.78,29.18,79,6.76,overcast clouds,2025-09-04 15:45:37
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:45:37
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:45:37
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:45:37
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:45:37
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:46:07
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:46:07
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:46:08
Nagpur,26.78,29.18,79,6.76,overcast clouds,2025-09-04 15:46:08
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:46:08
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:46:08
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:46:08
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:46:08
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:46:38
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:46:38
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:46:38
Nagpur,26.78,29.18,79,6.76,overcast clouds,2025-09-04 15:46:39
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:46:39
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:46:39
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:46:39
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:46:39
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:47:09
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:47:09
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:47:09
Nagpur,26.78,29.18,79,6.76,overcast clouds,2025-09-04 15:47:09
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:47:09
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:47:09
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:47:09
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:47:10
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:47:40
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:47:40
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:47:40
Nagpur,26.78,29.18,79,6.76,overcast clouds,2025-09-04 15:47:40
Bangalore,27.18,29.44,73,5.72,overcast clouds,2025-09-04 15:47:40
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:47:40
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:47:40
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:47:40
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:48:10
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:48:10
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:48:10
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:48:11
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:48:11
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:48:11
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:48:11
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:48:11
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:48:41
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:48:41
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:48:41
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:48:41
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:48:41
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:48:41
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:48:41
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:48:41
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:49:12
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:49:12
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:49:12
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:49:12
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:49:12
Chennai,32.41,39.41,66,6.23,overcast clouds,2025-09-04 15:49:12
Kolkata,31.95,38.87,66,5.59,broken clouds,2025-09-04 15:49:12
Hyderabad,28.43,29.85,58,6.25,overcast clouds,2025-09-04 15:49:12
Delhi,30.66,36.42,69,2.43,broken clouds,2025-09-04 15:49:42
Mumbai,27.04,29.45,76,4.17,overcast clouds,2025-09-04 15:49:42
Pune,23.92,24.53,83,4.23,overcast clouds,2025-09-04 15:49:42
Nagpur,26.77,29.16,79,6.76,overcast clouds,2025-09-04 15:49:42
Bangalore,27.11,29.31,73,5.72,overcast clouds,2025-09-04 15:49:42
