city,temperature,feels_like,humidity,wind_speed,description,timestamp
Delhi,25.07,26.03,92,5.11,overcast clouds,2025-09-01 15:53:08
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 15:53:08
Pune,24.43,25.15,85,7.31,broken clouds,2025-09-01 15:53:08
Nagpur,25.29,26.22,90,3.46,overcast clouds,2025-09-01 15:53:09
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 15:53:09
Chennai,33.05,40.05,69,4.25,overcast clouds,2025-09-01 15:53:09
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 15:53:09
Hyderabad,26.47,26.47,75,6.52,overcast clouds,2025-09-01 15:53:09
Delhi,25.07,26.03,92,5.11,overcast clouds,2025-09-01 15:53:39
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 15:53:39
Pune,24.43,25.15,85,7.31,broken clouds,2025-09-01 15:53:39
Nagpur,25.29,26.22,90,3.46,overcast clouds,2025-09-01 15:53:39
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 15:53:39
Chennai,33.05,40.05,69,4.25,overcast clouds,2025-09-01 15:53:39
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 15:53:39
Hyderabad,26.47,26.47,75,6.52,overcast clouds,2025-09-01 15:53:40
Delhi,25.07,26.03,92,5.11,overcast clouds,2025-09-01 15:54:10
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 15:54:10
Pune,24.43,25.15,85,7.31,broken clouds,2025-09-01 15:54:10
Nagpur,25.29,26.22,90,3.46,overcast clouds,2025-09-01 15:54:10
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 15:54:10
Chennai,33.05,40.05,69,4.25,overcast clouds,2025-09-01 15:54:10
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 15:54:10
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 15:54:10
Delhi,25.07,26.03,92,5.11,overcast clouds,2025-09-01 15:54:40
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 15:54:40
Pune,24.43,25.15,85,7.31,broken clouds,2025-09-01 15:54:40
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 15:54:41
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 15:54:41
Chennai,33.05,40.05,69,4.25,overcast clouds,2025-09-01 15:54:41
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 15:54:41
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 15:54:41
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 15:55:11
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 15:55:11
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 15:55:11
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 15:55:11
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 15:55:11
Chennai,33.05,40.05,69,4.25,overcast clouds,2025-09-01 15:55:11
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 15:55:11
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 15:55:12
Delhi,25.07,26.03,92,5.11,overcast clouds,2025-09-01 15:55:42
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 15:55:42
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 15:55:42
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 15:55:42
Bangalore,26.66,26.66,68,6.59,overcast clouds,2025-09-01 15:55:42
Chennai,33.05,40.05,69,4.25,overcast clouds,2025-09-01 15:55:42
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 15:55:42
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 15:55:42
Delhi,25.07,26.03,92,5.11,overcast clouds,2025-09-01 15:56:12
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 15:56:12
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 15:56:12
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 15:56:13
Bangalore,26.66,26.66,68,6.59,overcast clouds,2025-09-01 15:56:13
Chennai,33.05,40.05,69,4.25,overcast clouds,2025-09-01 15:56:13
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 15:56:13
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 15:56:13
Delhi,25.07,26.03,92,5.11,overcast clouds,2025-09-01 15:56:43
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 15:56:43
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 15:56:43
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 15:56:43
Bangalore,26.66,26.66,68,6.59,overcast clouds,2025-09-01 15:56:43
Chennai,33.05,40.05,69,4.25,overcast clouds,2025-09-01 15:56:43
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 15:56:43
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 15:56:44
Delhi,25.07,26.03,92,5.11,overcast clouds,2025-09-01 15:57:14
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 15:57:14
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 15:57:14
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 15:57:14
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 15:57:14
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 15:57:14
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 15:57:14
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 15:57:14
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 15:57:44
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 15:57:44
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 15:57:44
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 15:57:44
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 15:57:45
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 15:57:45
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 15:57:45
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 15:57:45
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 15:58:15
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 15:58:15
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 15:58:15
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 15:58:15
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 15:58:15
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 15:58:15
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 15:58:15
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 15:58:15
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 15:58:46
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 15:58:46
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 15:58:46
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 15:58:46
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 15:58:46
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 15:58:46
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 15:58:46
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 15:58:46
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 15:59:16
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 15:59:16
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 15:59:16
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 15:59:16
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 15:59:17
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 15:59:17
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 15:59:17
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 15:59:17
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 15:59:47
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 15:59:47
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 15:59:47
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 15:59:47
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 15:59:47
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 15:59:47
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 15:59:47
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 15:59:47
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 16:00:17
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 16:00:18
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 16:00:18
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 16:00:18
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 16:00:18
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 16:00:18
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 16:00:18
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 16:00:18
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 16:00:48
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 16:00:48
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 16:00:48
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 16:00:48
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 16:00:49
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 16:00:49
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 16:00:49
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 16:00:49
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 16:01:19
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 16:01:19
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 16:01:19
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 16:01:19
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 16:01:19
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 16:01:19
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 16:01:19
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 16:01:19
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 16:01:50
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 16:01:50
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 16:01:50
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 16:01:50
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 16:01:50
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 16:01:50
Kolkata,33.98,40.98,59,0.93,overcast clouds,2025-09-01 16:01:50
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 16:01:50
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 16:02:20
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 16:02:20
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 16:02:20
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 16:02:20
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 16:02:21
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 16:02:21
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:02:21
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 16:02:21
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 16:02:51
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 16:02:51
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 16:02:51
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 16:02:51
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 16:02:51
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 16:02:51
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:02:51
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 16:02:51
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 16:03:22
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 16:03:22
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 16:03:22
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 16:03:22
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 16:03:22
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 16:03:22
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:03:22
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 16:03:22
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 16:03:52
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 16:03:52
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 16:03:52
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 16:03:52
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 16:03:53
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 16:03:53
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:03:53
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:03:53
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 16:04:23
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:04:23
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 16:04:23
Nagpur,25.25,26.29,94,3.46,overcast clouds,2025-09-01 16:04:23
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 16:04:23
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 16:04:23
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:04:23
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:04:23
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 16:04:53
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:04:54
Pune,24.34,25.05,85,7.31,broken clouds,2025-09-01 16:04:54
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:04:54
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 16:04:54
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 16:04:54
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:04:54
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:04:54
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:05:24
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:05:24
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:05:24
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:05:24
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 16:05:25
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 16:05:25
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:05:25
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:05:25
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 16:05:55
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 16:05:55
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:05:55
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:05:55
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 16:05:55
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 16:05:55
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:05:55
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 16:05:56
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 16:06:26
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 16:06:26
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:06:26
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:06:26
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 16:06:26
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 16:06:26
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:06:26
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 16:06:26
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 16:06:56
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 16:06:56
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:06:56
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:06:57
Bangalore,26.62,26.62,67,6.59,overcast clouds,2025-09-01 16:06:57
Chennai,33.04,40.04,69,4.25,overcast clouds,2025-09-01 16:06:57
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:06:57
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 16:06:57
Delhi,25.07,26.03,92,5.11,light rain,2025-09-01 16:07:27
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 16:07:27
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:07:27
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:07:27
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:07:27
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:07:27
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:07:27
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 16:07:28
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:07:58
Mumbai,27.09,30.24,83,8.41,scattered clouds,2025-09-01 16:07:58
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:07:58
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:07:58
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:07:58
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:07:58
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:07:58
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 16:07:58
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:08:28
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:08:28
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:08:28
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:08:28
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:08:29
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:08:29
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:08:29
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 16:08:29
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:08:59
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:08:59
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:08:59
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:08:59
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:08:59
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:08:59
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:08:59
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 16:08:59
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:09:30
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:09:30
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:09:30
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:09:30
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:09:30
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:09:30
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:09:30
Hyderabad,26.55,26.55,73,6.52,overcast clouds,2025-09-01 16:09:30
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:10:00
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:10:00
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:10:00
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:10:00
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:10:01
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:10:01
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:10:01
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:10:01
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:10:31
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:10:31
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:10:31
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:10:31
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:10:31
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:10:31
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:10:31
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:10:31
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:11:01
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:11:02
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:11:02
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:11:02
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:11:02
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:11:02
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:11:02
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:11:02
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:11:32
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:11:32
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:11:32
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:11:32
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:11:32
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:11:33
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:11:33
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:11:33
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:12:03
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:12:03
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:12:03
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:12:03
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:12:03
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:12:03
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:12:03
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:12:03
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:12:33
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:12:34
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:12:34
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:12:34
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:12:34
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:12:34
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:12:34
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:12:34
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:13:04
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:13:04
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:13:04
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:13:04
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:13:04
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:13:04
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:13:05
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:13:05
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:13:35
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:13:35
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:13:35
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:13:35
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:13:35
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:13:35
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:13:35
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:13:35
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:14:05
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:14:05
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:14:06
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:14:06
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:14:06
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:14:06
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:14:06
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:14:06
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:14:36
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:14:36
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:14:36
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:14:36
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:14:36
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:14:36
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:14:36
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:14:37
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:15:07
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:15:07
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:15:07
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:15:07
Bangalore,25.73,26.08,66,5.84,overcast clouds,2025-09-01 16:15:07
Chennai,33.22,40.22,61,4.33,overcast clouds,2025-09-01 16:15:07
Kolkata,32.63,39.63,65,1.23,overcast clouds,2025-09-01 16:15:07
Hyderabad,26.3,26.3,73,5.72,overcast clouds,2025-09-01 16:15:07
Delhi,25.11,26.08,92,5.21,light rain,2025-09-01 16:15:37
Mumbai,27.01,30.05,83,8.5,scattered clouds,2025-09-01 16:15:37
Pune,23.84,24.42,82,6.95,broken clouds,2025-09-01 16:15:38
Nagpur,25.12,26.12,93,3.35,overcast clouds,2025-09-01 16:15:38
